id       trxType     moveType     accountType     amount       movedAt                      accountName                  
4730     6           2            4               -100.0       2025-02-14T15:18:01.659Z     BANQUITO # 07 (PAGOS)        
4859     6           2            4               -100.0       2025-04-04T20:32:24.948Z     BANQUITO # 07 (PAGOS)        
4917     6           2            4               -100.0       2025-04-14T15:29:30.314Z     BANQUITO # 07 (PAGOS)        
5064     6           2            4               -100.0       2025-05-30T02:53:22.138Z     BANQUITO # 07 (PAGOS)        
5098     6           2            4               -100.0       2025-06-15T16:11:52.980Z     BANQUITO # 07 (PAGOS)        
5177     6           2            4               -500.0       2025-07-16T13:18:48.565Z     BANQUITO # 07 (PAGOS)        
5621     6           2            4               -100.0       2026-01-14T13:52:54.247Z     BANQUITO # 08 (PAGOS)        
5341     6           2            4               -100.0       2025-09-15T15:48:30.901Z     BANQUITO # 08 (PAGOS)        
5545     6           2            4               -100.0       2025-12-13T17:29:31.842Z     BANQUITO # 08 (PAGOS)        
5477     6           2            4               -100.0       2025-11-14T01:05:18.869Z     BANQUITO # 08 (PAGOS)        
5401     6           2            4               -100.0       2025-10-14T02:02:51.767Z     BANQUITO # 08 (PAGOS)        
4735     6           2            4               0.0          2025-02-14T15:29:34.135Z     BEATRIZ (PAGOS)              
5376     6           2            4               0.0          2025-10-01T16:35:58.818Z     BEATRIZ (PAGOS)              
4894     6           2            4               -1500.0      2025-04-08T14:43:13.189Z     BEATRIZ (PAGOS)              
4814     6           2            4               0.0          2025-03-15T16:45:12.133Z     BEATRIZ (PAGOS)              
4635     6           2            4               0.0          2025-01-14T17:51:21.844Z     BEATRIZ (PAGOS)              
4572     6           2            4               0.0          2024-12-16T17:47:41.514Z     BEATRIZ (PAGOS)              
2962     2           2            4               -1000.0      2023-04-14T16:50:00.000Z     BEATRIZ (PAGOS)              
4429     6           2            4               0.0          2024-10-15T15:56:29.982Z     BEATRIZ (PAGOS)              
4352     6           2            4               0.0          2024-09-13T20:35:18.249Z     BEATRIZ (PAGOS)              
4260     6           2            4               0.0          2024-08-15T16:41:45.262Z     BEATRIZ (PAGOS)              
4150     6           2            4               0.0          2024-07-13T21:56:44.115Z     BEATRIZ (PAGOS)              
4091     6           2            4               0.0          2024-06-19T17:05:39.984Z     BEATRIZ (PAGOS)              
4000     6           2            4               0.0          2024-05-15T16:26:00.440Z     BEATRIZ (PAGOS)              
5512     6           2            4               0.0          2025-11-28T18:15:07.000Z     BEATRIZ (PAGOS)              
5601     6           2            4               0.0          2026-01-04T15:56:31.186Z     BEATRIZ (PAGOS)              
3879     6           2            4               -2000.0      2024-04-16T00:20:41.526Z     BEATRIZ (PAGOS)              
4484     6           2            4               0.0          2024-11-15T15:09:22.934Z     BEATRIZ (PAGOS)              
5441     6           2            4               0.0          2025-10-30T12:13:00.077Z     BEATRIZ (PAGOS)              
3544     2           2            4               -89.75       2023-12-12T01:58:00.000Z     BLANQUITA (PAGOS)            
3439     2           2            4               -89.75       2023-10-14T15:26:00.000Z     BLANQUITA (PAGOS)            
3494     2           2            4               -89.75       2023-11-15T11:15:00.000Z     BLANQUITA (PAGOS)            
3619     2           2            4               -80.75       2024-01-14T21:41:00.000Z     BLANQUITA (PAGOS)            
1053     2           2            4               -138.95      2021-05-28T23:15:00.000Z     CONECEL # 01 (PAGOS)         
1386     2           2            4               -2123.59     2021-09-25T15:18:00.000Z     CONECEL # 01 (PAGOS)         
1301     2           2            4               -142.45      2021-08-31T15:13:00.000Z     CONECEL # 01 (PAGOS)         
1227     2           2            4               -141.27      2021-07-30T15:30:00.000Z     CONECEL # 01 (PAGOS)         
1128     2           2            4               -140.11      2021-06-29T22:00:00.000Z     CONECEL # 01 (PAGOS)         
950      2           2            4               -137.8       2021-04-30T14:00:00.000Z     CONECEL # 01 (PAGOS)         
44       2           2            4               -1242.6      2020-08-01T05:00:00.000Z     CONECEL # 01 (PAGOS)         
450      2           2            4               -133.3       2020-12-19T02:05:00.000Z     CONECEL # 01 (PAGOS)         
345      2           2            4               -132.2       2020-11-27T23:05:00.000Z     CONECEL # 01 (PAGOS)         
271      2           2            4               -131.11      2020-10-30T14:30:00.000Z     CONECEL # 01 (PAGOS)         
765      2           2            4               -136.66      2021-03-30T14:05:00.000Z     CONECEL # 01 (PAGOS)         
580      2           2            4               -134.41      2021-01-29T14:00:00.000Z     CONECEL # 01 (PAGOS)         
669      2           2            4               -135.53      2021-02-27T14:00:00.000Z     CONECEL # 01 (PAGOS)         
177      2           2            4               -130.02      2020-09-29T18:00:00.000Z     CONECEL # 01 (PAGOS)         
767      2           2            4               -75.0        2021-03-30T14:15:00.000Z     CONECEL # 02 (PAGOS)         
273      2           2            4               -75.0        2020-10-30T15:00:00.000Z     CONECEL # 02 (PAGOS)         
2177     2           2            4               -75.0        2022-05-31T11:37:00.000Z     CONECEL # 02 (PAGOS)         
1229     2           2            4               -75.0        2021-07-30T16:00:00.000Z     CONECEL # 02 (PAGOS)         
2079     2           2            4               -75.0        2022-04-30T14:27:00.000Z     CONECEL # 02 (PAGOS)         
452      2           2            4               -75.0        2020-12-19T02:15:00.000Z     CONECEL # 02 (PAGOS)         
1920     2           2            4               -75.0        2022-03-31T14:17:00.000Z     CONECEL # 02 (PAGOS)         
671      2           2            4               -75.0        2021-02-27T14:10:00.000Z     CONECEL # 02 (PAGOS)         
2213     2           2            4               -1050.0      2022-06-07T04:03:00.000Z     CONECEL # 02 (PAGOS)         
1851     2           2            4               -75.0        2022-02-28T14:15:00.000Z     CONECEL # 02 (PAGOS)         
179      2           2            4               -75.0        2020-09-29T18:20:00.000Z     CONECEL # 02 (PAGOS)         
1776     2           2            4               -75.0        2022-01-29T22:04:00.000Z     CONECEL # 02 (PAGOS)         
1420     2           2            4               -75.0        2021-09-29T19:14:00.000Z     CONECEL # 02 (PAGOS)         
1671     2           2            4               -75.0        2021-12-21T14:28:00.000Z     CONECEL # 02 (PAGOS)         
1614     2           2            4               -75.0        2021-11-30T14:22:00.000Z     CONECEL # 02 (PAGOS)         
347      2           2            4               -75.0        2020-11-27T23:15:00.000Z     CONECEL # 02 (PAGOS)         
1303     2           2            4               -75.0        2021-08-31T15:35:00.000Z     CONECEL # 02 (PAGOS)         
1130     2           2            4               -75.0        2021-06-29T22:30:00.000Z     CONECEL # 02 (PAGOS)         
1502     2           2            4               -75.0        2021-10-28T21:07:00.000Z     CONECEL # 02 (PAGOS)         
45       2           2            4               -75.0        2020-08-01T05:00:00.000Z     CONECEL # 02 (PAGOS)         
952      2           2            4               -75.0        2021-04-30T14:30:00.000Z     CONECEL # 02 (PAGOS)         
1055     2           2            4               -75.0        2021-05-28T23:45:00.000Z     CONECEL # 02 (PAGOS)         
582      2           2            4               -75.0        2021-01-29T14:15:00.000Z     CONECEL # 02 (PAGOS)         
1305     2           2            4               -48.63       2021-08-31T15:47:00.000Z     CONECEL # 03 (PAGOS)         
962      2           2            4               -58.13       2021-04-30T15:00:00.000Z     CONECEL # 03 (PAGOS)         
1339     2           2            4               -285.27      2021-09-02T16:24:00.000Z     CONECEL # 03 (PAGOS)         
1231     2           2            4               -55.65       2021-07-30T17:00:00.000Z     CONECEL # 03 (PAGOS)         
1057     2           2            4               -54.96       2021-05-29T00:15:00.000Z     CONECEL # 03 (PAGOS)         
769      2           2            4               -58.13       2021-03-30T14:25:00.000Z     CONECEL # 03 (PAGOS)         
114      2           2            4               0.0          2020-08-01T05:00:00.000Z     CONECEL # 03 (PAGOS)         
1132     2           2            4               -55.3        2021-06-29T23:00:00.000Z     CONECEL # 03 (PAGOS)         
673      2           2            4               -53.93       2021-02-27T14:25:00.000Z     CONECEL # 03 (PAGOS)         
1669     2           2            4               -171.76      2021-12-21T14:07:00.000Z     CONECEL # 04 (PAGOS)         
2807     2           2            4               -192.92      2023-02-28T01:11:00.000Z     CONECEL # 04 (PAGOS)         
1849     2           2            4               -174.64      2022-02-28T14:04:00.000Z     CONECEL # 04 (PAGOS)         
2662     2           2            4               -189.75      2022-12-22T13:30:00.000Z     CONECEL # 04 (PAGOS)         
1774     2           2            4               -173.19      2022-01-29T21:54:00.000Z     CONECEL # 04 (PAGOS)         
4193     6           2            4               -120.74      2024-07-30T00:47:59.830Z     CONECEL # 04 (PAGOS)         
4195     6           2            4               -220.32      2024-07-30T00:52:59.830Z     CONECEL # 04 (PAGOS)         
4197     6           2            4               -222.15      2024-07-30T00:57:59.830Z     CONECEL # 04 (PAGOS)         
1612     2           2            4               -170.34      2021-11-30T14:00:00.000Z     CONECEL # 04 (PAGOS)         
2884     2           2            4               -194.63      2023-03-29T23:13:00.000Z     CONECEL # 04 (PAGOS)         
3120     2           2            4               -197.78      2023-05-30T02:32:00.000Z     CONECEL # 04 (PAGOS)         
4215     6           2            4               -224.0       2024-08-05T14:58:41.736Z     CONECEL # 04 (PAGOS)         
2750     2           2            4               -191.33      2023-02-01T00:02:00.000Z     CONECEL # 04 (PAGOS)         
2604     2           2            4               -188.18      2022-11-30T02:32:00.000Z     CONECEL # 04 (PAGOS)         
3516     2           2            4               -207.88      2023-11-29T22:12:00.000Z     CONECEL # 04 (PAGOS)         
4038     6           2            4               -97.66       2024-05-31T23:52:41.000Z     CONECEL # 04 (PAGOS)         
3559     2           2            4               -209.61      2023-12-20T22:13:00.000Z     CONECEL # 04 (PAGOS)         
2317     2           2            4               -182.03      2022-07-29T17:38:00.000Z     CONECEL # 04 (PAGOS)         
3638     2           2            4               -211.36      2024-01-31T11:11:00.000Z     CONECEL # 04 (PAGOS)         
3715     2           2            4               -213.12      2024-02-29T12:30:00.000Z     CONECEL # 04 (PAGOS)         
2259     2           2            4               -180.53      2022-06-29T17:04:00.000Z     CONECEL # 04 (PAGOS)         
3451     2           2            4               -206.16      2023-10-30T14:51:00.000Z     CONECEL # 04 (PAGOS)         
2458     2           2            4               -185.08      2022-09-30T21:31:00.000Z     CONECEL # 04 (PAGOS)         
3209     2           2            4               -199.43      2023-06-30T15:24:00.000Z     CONECEL # 04 (PAGOS)         
2175     2           2            4               -179.04      2022-05-31T11:26:00.000Z     CONECEL # 04 (PAGOS)         
2077     2           2            4               -177.56      2022-04-30T14:16:00.000Z     CONECEL # 04 (PAGOS)         
3336     2           2            4               -202.77      2023-08-30T01:15:00.000Z     CONECEL # 04 (PAGOS)         
3962     6           2            4               -216.69      2024-04-30T21:55:30.000Z     CONECEL # 04 (PAGOS)         
3273     2           2            4               -201.1       2023-07-29T18:02:00.000Z     CONECEL # 04 (PAGOS)         
1918     2           2            4               -176.09      2022-03-31T14:09:00.000Z     CONECEL # 04 (PAGOS)         
2543     2           2            4               -186.62      2022-10-29T13:11:00.000Z     CONECEL # 04 (PAGOS)         
2393     2           2            4               -183.55      2022-08-31T00:35:00.000Z     CONECEL # 04 (PAGOS)         
3397     2           2            4               -204.46      2023-09-29T23:40:00.000Z     CONECEL # 04 (PAGOS)         
3777     6           2            4               -214.9       2024-03-28T12:17:33.426Z     CONECEL # 04 (PAGOS)         
3037     2           2            4               -196.15      2023-04-28T22:48:00.000Z     CONECEL # 04 (PAGOS)         
1422     2           2            4               -167.55      2021-09-29T19:16:00.000Z     CONECEL # 04 (PAGOS)         
1504     2           2            4               -168.93      2021-10-28T21:28:00.000Z     CONECEL # 04 (PAGOS)         
2809     2           2            4               -83.05       2023-02-28T01:17:00.000Z     CONECEL # 05 (PAGOS)         
3118     2           2            4               -84.62       2023-05-30T02:30:00.000Z     CONECEL # 05 (PAGOS)         
2606     2           2            4               -81.52       2022-11-30T02:42:00.000Z     CONECEL # 05 (PAGOS)         
3207     2           2            4               -85.15       2023-06-30T15:18:00.000Z     CONECEL # 05 (PAGOS)         
3235     2           2            4               -171.91      2023-07-05T14:04:00.000Z     CONECEL # 05 (PAGOS)         
2545     2           2            4               -81.0        2022-10-29T13:17:00.000Z     CONECEL # 05 (PAGOS)         
2752     2           2            4               -82.54       2023-02-01T00:14:00.000Z     CONECEL # 05 (PAGOS)         
2886     2           2            4               -83.57       2023-03-29T23:24:00.000Z     CONECEL # 05 (PAGOS)         
3039     2           2            4               -84.1        2023-04-28T22:58:00.000Z     CONECEL # 05 (PAGOS)         
2664     2           2            4               -82.03       2022-12-22T13:40:00.000Z     CONECEL # 05 (PAGOS)         
2462     2           2            4               -80.51       2022-09-30T21:50:00.000Z     CONECEL # 05 (PAGOS)         
4040     6           2            4               -85.68       2024-05-31T23:59:34.000Z     CONECEL # 06 (PAGOS)         
3453     2           2            4               -82.03       2023-10-30T15:03:00.000Z     CONECEL # 06 (PAGOS)         
4113     6           2            4               -86.22       2024-07-02T16:02:16.647Z     CONECEL # 06 (PAGOS)         
3779     6           2            4               -84.62       2024-03-28T12:23:48.913Z     CONECEL # 06 (PAGOS)         
3518     2           2            4               -82.54       2023-11-29T22:24:00.000Z     CONECEL # 06 (PAGOS)         
3334     2           2            4               -81.01       2023-08-30T01:09:00.000Z     CONECEL # 06 (PAGOS)         
3561     2           2            4               -83.05       2023-12-20T22:24:00.000Z     CONECEL # 06 (PAGOS)         
3271     2           2            4               -80.51       2023-07-29T17:51:00.000Z     CONECEL # 06 (PAGOS)         
3395     2           2            4               -81.52       2023-09-29T23:49:00.000Z     CONECEL # 06 (PAGOS)         
3640     2           2            4               -83.57       2024-01-31T11:17:00.000Z     CONECEL # 06 (PAGOS)         
3717     2           2            4               -84.1        2024-02-29T12:40:00.000Z     CONECEL # 06 (PAGOS)         
3964     6           2            4               -85.15       2024-04-30T21:56:35.000Z     CONECEL # 06 (PAGOS)         
5239     6           2            4               -341.67      2025-08-04T16:17:06.722Z     CONECEL # 07 (PAGOS)         
5217     6           2            4               -84.1        2025-07-30T00:28:10.840Z     CONECEL # 07 (PAGOS)         
4831     6           2            4               -82.03       2025-03-28T23:41:30.406Z     CONECEL # 07 (PAGOS)         
4544     6           2            4               0.0          2024-12-09T19:02:52.087Z     CONECEL # 07 (PAGOS)         
4768     6           2            4               -81.52       2025-02-26T21:39:32.189Z     CONECEL # 07 (PAGOS)         
5053     6           2            4               -83.05       2025-05-30T02:28:22.138Z     CONECEL # 07 (PAGOS)         
4984     6           2            4               -82.54       2025-04-30T02:42:51.142Z     CONECEL # 07 (PAGOS)         
5128     6           2            4               -83.57       2025-06-28T02:06:08.840Z     CONECEL # 07 (PAGOS)         
4653     6           2            4               -81.01       2025-01-29T19:11:16.188Z     CONECEL # 07 (PAGOS)         
4591     6           2            4               -80.51       2024-12-21T00:28:34.693Z     CONECEL # 07 (PAGOS)         
5357     6           2            4               -73.0        2025-09-30T00:15:29.970Z     CONECEL # 08 (PAGOS)         
5287     6           2            4               -72.4        2025-08-28T23:20:43.023Z     CONECEL # 08 (PAGOS)         
5170     6           2            4               0.0          2025-07-16T11:16:02.134Z     CONECEL # 08 (PAGOS)         
5429     6           2            4               -73.61       2025-10-30T11:33:00.077Z     CONECEL # 08 (PAGOS)         
5219     6           2            4               -71.82       2025-07-30T00:29:57.454Z     CONECEL # 08 (PAGOS)         
5503     6           2            4               -74.23       2025-11-28T17:50:07.000Z     CONECEL # 08 (PAGOS)         
5561     6           2            4               -74.84       2025-12-20T13:33:29.200Z     CONECEL # 08 (PAGOS)         
5608     6           2            4               0.0          2026-01-10T02:54:33.591Z     CONECEL # 09 (PAGOS)         
2874     2           2            4               -23.57       2023-03-20T19:18:00.000Z     DE PRATI (PAGOS)             
4398     6           2            4               -126.53      2024-09-28T15:00:04.139Z     DE PRATI (PAGOS)             
2949     2           2            4               -97.75       2023-04-12T19:10:00.000Z     DE PRATI (PAGOS)             
3874     6           2            4               -93.94       2024-04-15T19:04:53.226Z     DE PRATI (PAGOS)             
4084     6           2            4               -6.85        2024-06-15T16:54:20.312Z     DE PRATI (PAGOS)             
4546     6           2            4               -276.67      2024-12-09T19:18:01.981Z     DE PRATI (PAGOS)             
4230     6           2            4               -116.73      2024-08-07T00:24:39.874Z     DE PRATI (PAGOS)             
1962     2           2            4               -150.0       2022-04-13T21:39:00.000Z     DLAYANAC (PAGOS)             
1389     2           2            4               -300.0       2021-09-25T15:55:00.000Z     DLAYANAC (PAGOS)             
2705     2           2            4               -30.0        2023-01-13T17:10:00.000Z     DLAYANAC (PAGOS)             
2929     2           2            4               -100.0       2023-04-11T02:09:00.000Z     DLAYANAC (PAGOS)             
3753     2           2            4               -20.0        2024-03-16T16:38:00.000Z     DON GUTIÉRREZ (PAGOS)        
3686     2           2            4               -41.0        2024-02-17T13:49:00.000Z     DON GUTIÉRREZ (PAGOS)        
3732     2           2            4               -30.0        2024-03-02T15:02:00.000Z     DON GUTIÉRREZ (PAGOS)        
3826     6           2            4               -30.0        2024-04-11T12:33:00.637Z     DON GUTIÉRREZ (PAGOS)        
75       2           2            4               -162.53      2020-08-01T05:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
814      2           2            4               -91.7        2021-04-09T17:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
379      2           2            4               -89.93       2020-12-02T14:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
521      2           2            4               -87.94       2021-01-14T12:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
630      2           2            4               -89.16       2021-02-12T23:35:00.000Z     GUAYAQUIL # 01 (PAGOS)       
1099     2           2            4               -103.21      2021-06-14T19:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
310      2           2            4               -83.88       2020-11-13T19:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
1396     2           2            4               -2690.51     2021-09-27T14:58:00.000Z     GUAYAQUIL # 01 (PAGOS)       
659      2           2            4               -94.88       2021-02-24T16:20:00.000Z     GUAYAQUIL # 01 (PAGOS)       
1272     2           2            4               -95.63       2021-08-13T20:15:00.000Z     GUAYAQUIL # 01 (PAGOS)       
1346     2           2            4               -95.63       2021-09-06T13:25:00.000Z     GUAYAQUIL # 01 (PAGOS)       
1173     2           2            4               -96.91       2021-07-04T15:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
130      2           2            4               -78.53       2020-09-11T17:30:00.000Z     GUAYAQUIL # 01 (PAGOS)       
215      2           2            4               -86.61       2020-10-08T20:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
948      2           2            4               -91.56       2021-05-01T13:00:00.000Z     GUAYAQUIL # 01 (PAGOS)       
5189     6           2            4               -100.0       2025-07-16T20:15:07.169Z     JORDY (PAGOS)                
2989     2           2            4               -300.0       2023-04-19T18:15:00.000Z     MADRE (PAGOS)                
4884     6           2            4               -200.0       2025-04-07T14:38:07.865Z     MADRE (PAGOS)                
1967     2           2            4               -300.0       2022-04-14T03:28:00.000Z     MADRE (PAGOS)                
3001     2           2            4               -130.0       2023-04-20T23:37:00.000Z     MADRE (PAGOS)                
4223     2           2            4               -200.0       2024-08-06T17:21:16.514Z     MADRE (PAGOS)                
3828     6           2            4               -150.0       2024-04-11T12:09:23.832Z     MADRE (PAGOS)                
1095     2           2            4               -86.0        2021-06-15T00:00:00.000Z     MASTERCARD (PAGOS)           
544      2           2            4               -525.0       2021-01-18T20:15:00.000Z     MASTERCARD (PAGOS)           
312      2           2            4               -180.0       2020-11-13T20:00:00.000Z     MASTERCARD (PAGOS)           
1208     2           2            4               -100.0       2021-07-20T12:30:00.000Z     MASTERCARD (PAGOS)           
236      2           2            4               -80.0        2020-10-15T13:00:00.000Z     MASTERCARD (PAGOS)           
1405     2           2            4               -260.27      2021-09-28T14:10:00.000Z     MASTERCARD (PAGOS)           
1021     2           2            4               -117.79      2021-05-17T14:00:00.000Z     MASTERCARD (PAGOS)           
840      2           2            4               -435.0       2021-04-15T20:00:00.000Z     MASTERCARD (PAGOS)           
81       2           2            4               0.0          2020-08-01T05:00:00.000Z     MASTERCARD (PAGOS)           
137      2           2            4               -125.0       2020-09-15T21:00:00.000Z     MASTERCARD (PAGOS)           
655      2           2            4               -486.0       2021-02-24T16:00:00.000Z     MASTERCARD (PAGOS)           
406      2           2            4               -180.0       2020-12-08T16:30:00.000Z     MASTERCARD (PAGOS)           
1960     2           2            4               -3118.5      2022-04-13T21:36:00.000Z     MASTERCARD (PAGOS)           
1583     2           2            4               -80.0        2021-11-18T14:48:00.000Z     MASTERCARD (PAGOS)           
1484     2           2            4               -150.66      2021-10-18T17:00:00.000Z     MASTERCARD (PAGOS)           
2198     2           2            4               -50.0        2022-05-31T16:48:00.000Z     NANDA MITE (PAGOS)           
3988     6           2            4               -110.0       2024-05-08T23:48:08.000Z     NANDA MITE (PAGOS)           
2165     2           2            4               -50.0        2022-05-17T17:57:00.000Z     NANDA MITE (PAGOS)           
3885     6           2            4               -180.0       2024-04-11T17:29:30.000Z     NANDA PICHINCHA (PAGOS)      
3889     6           2            4               -1940.0      2024-04-15T17:53:16.740Z     NANDA PRODUBANCO (PAGOS)     
3887     6           2            4               -290.0       2024-04-16T23:01:54.000Z     NANDA PYCCA (PAGOS)          
3891     6           2            4               -450.0       2024-04-12T21:45:13.000Z     NANDA RM (PAGOS)             
5113     6           2            4               -300.0       2025-06-21T00:40:39.041Z     NICOLLE MARTINEZ (PAGOS)     
2637     2           2            4               -100.0       2022-12-06T14:37:00.000Z     NICOLLE MARTINEZ (PAGOS)     
2008     2           2            4               -410.0       2022-04-18T17:03:00.000Z     PADRE (PAGOS)                
4886     6           2            4               -240.0       2025-04-07T14:39:06.481Z     PADRE (PAGOS)                
3819     6           2            4               -150.0       2024-04-11T03:32:37.000Z     PATRICK (PAGOS)              
2945     2           2            4               -150.0       2023-04-12T02:22:00.000Z     PATRICK (PAGOS)              
2932     2           2            4               -387.51      2023-04-11T02:38:00.000Z     PICHINCHA # 01 (PAGOS)       
443      2           2            4               -42.76       2020-12-18T12:00:00.000Z     PICHINCHA # 01 (PAGOS)       
2984     2           2            4               -67.43       2023-04-17T18:12:00.000Z     PICHINCHA # 01 (PAGOS)       
159      2           2            4               -90.21       2020-09-22T14:15:00.000Z     PICHINCHA # 01 (PAGOS)       
1417     2           2            4               -109.14      2021-09-29T17:04:00.000Z     PICHINCHA # 01 (PAGOS)       
246      2           2            4               -92.76       2020-10-19T13:00:00.000Z     PICHINCHA # 01 (PAGOS)       
1482     2           2            4               -44.95       2021-10-18T14:13:00.000Z     PICHINCHA # 01 (PAGOS)       
884      2           2            4               -54.69       2021-04-19T15:55:00.000Z     PICHINCHA # 01 (PAGOS)       
1581     2           2            4               -44.95       2021-11-22T14:36:00.000Z     PICHINCHA # 01 (PAGOS)       
326      2           2            4               -92.88       2020-11-18T14:00:00.000Z     PICHINCHA # 01 (PAGOS)       
2425     2           2            4               -182.66      2022-09-09T22:22:00.000Z     PICHINCHA # 01 (PAGOS)       
557      2           2            4               -31.09       2021-01-20T22:00:00.000Z     PICHINCHA # 01 (PAGOS)       
657      2           2            4               -31.09       2021-02-25T22:00:00.000Z     PICHINCHA # 01 (PAGOS)       
847      2           2            4               -54.69       2021-04-15T23:30:00.000Z     PICHINCHA # 01 (PAGOS)       
1150     2           2            4               -54.69       2021-06-30T04:00:00.000Z     PICHINCHA # 01 (PAGOS)       
2505     2           2            4               -61.06       2022-10-09T03:18:00.000Z     PICHINCHA # 01 (PAGOS)       
1024     2           2            4               -54.69       2021-05-18T12:00:00.000Z     PICHINCHA # 01 (PAGOS)       
1963     2           2            4               -229.25      2022-04-13T23:21:00.000Z     PICHINCHA # 01 (PAGOS)       
2129     2           2            4               -70.58       2022-05-18T19:15:00.000Z     PICHINCHA # 01 (PAGOS)       
1215     2           2            4               -44.95       2021-07-25T15:00:00.000Z     PICHINCHA # 01 (PAGOS)       
3096     2           2            4               -68.76       2023-05-17T11:25:00.000Z     PICHINCHA # 01 (PAGOS)       
2006     2           2            4               -59.74       2022-04-18T13:31:00.000Z     PICHINCHA # 01 (PAGOS)       
