id       trxType     moveType     accountType     amount      movedAt                      accountName          
1248     1           1            3               100.0       2021-07-31T18:00:00.000Z     MASTERCARD           
1593     1           1            3               54.0        2021-11-27T01:29:00.000Z     MASTERCARD           
597      1           1            3               32.0        2021-01-29T18:30:00.000Z     MASTERCARD           
626      1           1            3               23.5        2021-02-12T17:30:00.000Z     MASTERCARD           
624      1           1            3               12.5        2021-02-07T02:00:00.000Z     MASTERCARD           
617      1           1            3               24.0        2021-02-05T17:30:00.000Z     MASTERCARD           
607      1           1            3               45.0        2021-01-30T18:30:00.000Z     MASTERCARD           
408      1           1            3               32.0        2020-12-08T16:45:00.000Z     MASTERCARD           
571      1           1            3               12.0        2021-01-24T17:00:00.000Z     MASTERCARD           
568      1           1            3               100.0       2021-01-23T15:00:00.000Z     MASTERCARD           
562      1           1            3               38.54       2021-01-21T13:45:00.000Z     MASTERCARD           
507      1           1            3               21.0        2021-01-03T17:00:00.000Z     MASTERCARD           
501      1           1            3               240.0       2020-12-31T16:00:00.000Z     MASTERCARD           
495      1           1            3               32.0        2020-12-29T15:30:00.000Z     MASTERCARD           
640      1           1            3               12.5        2021-02-14T16:00:00.000Z     MASTERCARD           
293      1           1            3               70.0        2020-11-02T14:00:00.000Z     MASTERCARD           
1220     1           1            3               44.0        2021-07-27T23:00:00.000Z     MASTERCARD           
479      1           1            3               35.0        2020-12-24T11:00:00.000Z     MASTERCARD           
298      1           1            3               96.98       2020-11-07T22:00:00.000Z     MASTERCARD           
304      1           1            3               28.0        2020-11-13T16:00:00.000Z     MASTERCARD           
329      1           1            3               23.0        2020-11-18T00:45:00.000Z     MASTERCARD           
339      1           1            3               230.7       2020-11-24T17:00:00.000Z     MASTERCARD           
358      1           1            3               29.0        2020-11-28T15:30:00.000Z     MASTERCARD           
375      1           1            3               102.17      2020-12-01T15:00:00.000Z     MASTERCARD           
446      1           1            3               263.59      2020-12-18T16:30:00.000Z     MASTERCARD           
434      1           1            3               12.0        2020-12-15T22:00:00.000Z     MASTERCARD           
421      1           1            3               32.0        2020-12-12T23:00:00.000Z     MASTERCARD           
492      1           1            3               39.0        2020-12-28T14:30:00.000Z     MASTERCARD           
646      1           1            3               35.0        2021-02-17T18:30:00.000Z     MASTERCARD           
385      1           1            3               24.0        2020-12-05T11:00:00.000Z     MASTERCARD           
288      1           1            3               65.0        2020-10-31T16:05:00.000Z     MASTERCARD           
1190     1           1            3               26.5        2021-07-14T23:00:00.000Z     MASTERCARD           
1182     1           1            3               97.5        2021-07-10T13:00:00.000Z     MASTERCARD           
1166     1           1            3               36.0        2021-07-03T13:15:00.000Z     MASTERCARD           
1111     1           1            3               162.87      2021-06-18T00:00:00.000Z     MASTERCARD           
1091     1           1            3               39.0        2021-06-10T18:00:00.000Z     MASTERCARD           
245      1           1            3               177.84      2020-10-17T21:45:00.000Z     MASTERCARD           
1083     1           1            3               97.5        2021-06-02T13:15:00.000Z     MASTERCARD           
940      1           1            3               24.0        2021-04-30T18:00:00.000Z     MASTERCARD           
698      1           1            3               162.5       2021-02-28T12:55:00.000Z     MASTERCARD           
718      1           1            3               53.0        2021-03-07T22:00:00.000Z     MASTERCARD           
731      1           1            3               27.0        2021-03-12T17:30:00.000Z     MASTERCARD           
720      1           1            3               33.0        2021-03-09T12:00:00.000Z     MASTERCARD           
3613     1           1            3               110.0       2024-01-07T16:53:00.000Z     NANDA MITE           
2117     1           1            3               100.0       2022-05-06T19:56:00.000Z     NANDA MITE           
3881     7           1            3               180.0       2024-04-10T11:04:19.000Z     NANDA PICHINCHA      
3884     7           1            3               1940.0      2024-04-10T11:13:05.000Z     NANDA PRODUBANCO     
3882     7           1            3               290.0       2024-04-16T11:09:33.000Z     NANDA PYCCA          
3883     7           1            3               450.0       2024-04-10T11:11:52.000Z     NANDA RM             
5086     7           1            3               300.0       2025-06-12T14:31:03.563Z     NICOLLE MARTINEZ     
2596     1           1            3               100.0       2022-11-19T20:08:00.000Z     NICOLLE MARTINEZ     
3321     1           1            3               240.0       2023-08-25T02:01:00.000Z     PADRE                
1848     1           1            3               410.0       2022-02-26T13:58:00.000Z     PADRE                
3747     1           1            3               150.0       2024-03-14T23:32:00.000Z     PATRICK              
2626     1           1            3               150.0       2022-12-02T12:14:00.000Z     PATRICK              
53       1           1            3               3629.91     2020-08-01T05:00:00.000Z     PICHINCHA # 01       
2838     1           1            3               100.0       2023-03-06T12:50:00.000Z     PRIMO MANUEL         
3577     1           1            3               50.77       2023-12-23T17:32:00.000Z     PYCCA                
4461     7           1            3               54.74       2024-11-09T01:10:37.404Z     PYCCA                
93       1           1            3               0.0         2020-08-01T05:00:00.000Z     PYCCA                
267      1           1            3               283.62      2020-10-26T01:00:00.000Z     PYCCA                
1634     1           1            3               18.0        2021-12-07T00:51:00.000Z     PYCCA                
3552     1           1            3               108.32      2023-12-21T00:58:00.000Z     PYCCA                
3550     1           1            3               156.44      2023-12-19T00:10:00.000Z     PYCCA                
1575     1           1            3               177.44      2022-01-14T18:15:00.000Z     PYCCA                
2208     1           1            3               52.0        2022-06-04T18:50:00.000Z     PYCCA                
487      1           1            3               350.0       2020-12-27T00:00:00.000Z     PYCCA                
1565     1           1            3               161.25      2022-01-14T01:19:00.000Z     PYCCA                
2652     1           1            3               106.37      2022-12-11T22:54:00.000Z     PYCCA                
3689     1           1            3               36.41       2024-02-17T16:01:00.000Z     PYCCA                
1737     1           1            3               90.0        2022-01-21T00:52:00.000Z     PYCCA                
54       1           1            3               1900.0      2020-08-01T05:00:00.000Z     QUIRO # 01           
55       1           1            3               475.0       2020-08-01T05:00:00.000Z     QUIRO # 02           
56       1           1            3               425.0       2020-08-01T05:00:00.000Z     QUIRO # 03           
57       1           1            3               266.0       2020-08-01T05:00:00.000Z     QUIRO # 04           
540      1           1            3               1980.0      2021-01-18T17:30:00.000Z     QUIRO # 05           
798      1           1            3               0.0         2020-08-01T05:00:00.000Z     QUIRO # 05           
1162     1           1            3               330.0       2021-07-02T20:00:00.000Z     QUIRO # 06           
1161     1           1            3               0.0         2020-08-01T05:00:00.000Z     QUIRO # 06           
1475     1           1            3               397.0       2021-10-15T23:07:00.000Z     QUIRO # 07           
1570     1           1            3               777.0       2021-11-15T12:23:00.000Z     QUIRO # 08           
1653     1           1            3               529.0       2021-12-17T03:11:00.000Z     QUIRO # 09           
2142     1           1            3               2115.0      2022-05-17T00:11:00.000Z     QUIRO # 10           
2359     1           1            3               239.0       2022-08-10T21:15:00.000Z     QUIRO # 11           
2716     1           1            3               981.0       2023-01-17T20:39:00.000Z     QUIRO # 12           
2862     1           1            3               523.0       2023-03-17T22:10:00.000Z     QUIRO # 13           
3084     1           1            3               2135.0      2023-05-16T21:23:00.000Z     QUIRO # 14           
3183     1           1            3               662.0       2023-06-17T02:24:00.000Z     QUIRO # 15           
3379     1           1            3               417.0       2023-09-21T02:33:00.000Z     QUIRO # 16           
3392     1           1            3               347.0       2023-09-29T22:35:00.000Z     QUIRO # 17           
3498     1           1            3               1062.0      2023-11-17T17:10:00.000Z     QUIRO # 18           
3693     1           1            3               710.0       2024-02-21T11:18:00.000Z     QUIRO # 19           
4012     7           1            3               2240.0      2024-05-20T20:45:26.560Z     QUIRO # 20           
4162     7           1            3               860.0       2024-07-15T19:56:53.827Z     QUIRO # 21           
4526     7           1            3               380.0       2024-12-04T01:34:39.950Z     QUIRO # 22           
5110     7           1            3               395.0       2025-06-21T00:37:04.382Z     QUIRO # 23           
4644     7           1            3               50.0        2025-01-24T12:10:27.228Z     STEVEN               
1746     1           1            3               500.0       2022-01-22T02:12:00.000Z     STEVEN               
3678     1           1            3               200.0       2024-02-15T13:35:00.000Z     STEVEN               
4477     7           1            3               30.0        2024-11-11T22:03:24.000Z     STEVEN               
5300     7           1            3               100.0       2025-08-30T17:45:51.358Z     STEVEN               
5406     7           1            3               100.0       2025-10-18T11:57:40.039Z     STEVEN               
5415     7           1            3               400.0       2025-10-24T15:10:24.173Z     STEVEN               
1331     1           1            3               490.0       2021-09-02T03:19:00.000Z     STEVEN               
4707     7           1            3               530.0       2025-02-09T00:35:26.472Z     STEVEN               
1706     1           1            3               40.0        2021-12-30T22:55:00.000Z     STEVEN               
4472     7           1            3               200.0       2024-09-01T16:31:41.000Z     STEVEN               
3547     1           1            3               50.0        2023-12-16T13:17:00.000Z     STEVEN               
4208     7           1            3               100.0       2024-07-31T21:01:07.110Z     STEVEN               
4107     7           1            3               300.0       2024-07-01T15:13:23.951Z     STEVEN               
4105     7           1            3               100.0       2024-06-30T15:21:46.167Z     STEVEN               
2385     1           1            3               30.0        2022-08-25T12:10:00.000Z     STEVEN               
3474     1           1            3               200.0       2023-11-03T02:19:00.000Z     TATIANA              
1203     1           1            3               1000.0      2021-07-19T17:00:00.000Z     TÍA LUISA            
2210     1           1            3               2000.0      2022-06-06T16:01:00.000Z     TÍA LUISA            
203      1           1            3               500.0       2020-10-05T17:30:00.000Z     TÍA LUISA            
89       1           1            3               0.0         2020-08-01T05:00:00.000Z     TÍA LUISA            
3442     1           1            3               200.0       2023-10-23T22:53:00.000Z     TÍA LUISA            
445      1           1            3               500.0       2020-12-17T23:00:00.000Z     TÍA LUISA            
741      1           1            3               150.0       2021-03-15T02:00:00.000Z     VARIOS               
799      1           1            3               100.0       2021-04-02T13:00:00.000Z     VARIOS               
122      1           1            3               0.0         2020-08-01T05:00:00.000Z     VARIOS               
810      1           1            3               200.0       2021-04-09T12:00:00.000Z     VARIOS               
2837     1           1            3               100.0       2023-03-05T15:09:00.000Z     WALTER ESPÍN         
